"CandidateName","Party","ElectionYear","Jurisdiction","Office","District","CampaignStatus","CandidateStatus","CandidateID"
"MCCANN, BETH","Democratic","2012","STATEWIDE","Colorado House","House District 08","Inactive","Terminated","20095612397"
"MCCANN, BETH","Democratic","2014","STATEWIDE","Colorado House","House District 08","Inactive","Terminated","20095612397"
"MCCANN, BETH","Democratic","2016","STATEWIDE","District Attorney","District 02","Inactive","Terminated","20035620732"
"MCCANN, BETH","Democratic","2020","STATEWIDE","District Attorney","District 02","Inactive","Terminated","20035620732"
"MCCARTER, PATRICK","Republican","1996","STATEWIDE","Colorado House","House District 34","Inactive","Terminated","20005000483"
"MCCARTIN, WILLIAM","Republican","2002","STATEWIDE","Colorado House","House District 30","Inactive","Terminated","20005001539"
"MCCARTY, MARCUS","Unknown","2006","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20065634961"
"MCCASLIN, BOB","Democratic","2008","STATEWIDE","Colorado Senate","Senate District 26","Inactive","Terminated","20085610246"
"MCCLELLAN, REBECCA","Democratic","2016","STATEWIDE","State Board of Ed.","Bd. Ed. District 06","Inactive","Active","20155029079"
"MCCLELLAN, REBECCA","Democratic","2022","STATEWIDE","State Board of Ed.","Bd. Ed. District 06","Active","Active","20155029079"
"MCCLUSKEY, BOB","Republican","2006","STATEWIDE","Colorado House","House District 52","Inactive","Terminated","20085604556"
"MCCLUSKEY, BOB","Republican","2008","STATEWIDE","Colorado House","House District 52","Inactive","Terminated","20085604556"
"MCCLUSKEY, ROBERT","Republican","2002","STATEWIDE","Colorado House","House District 52","Inactive","Terminated","20085604556"
"MCCLUSKEY, ROBERT","Republican","2004","STATEWIDE","Colorado House","House District 52","Inactive","Terminated","20085604556"
"MCCLUSKIE, JULIE","Democratic","2018","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20175032073"
"MCCLUSKIE, JULIE","Democratic","2020","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20175032073"
"MCCLUSKIE, JULIE","Democratic","2022","STATEWIDE","Colorado House","House District 13","Active","Active","20215041852"
"MCCLUSKIE, JULIE","Democratic","2022","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20175032073"
"MCCOLLUM, HEIDI","Democratic","2020","STATEWIDE","District Attorney","District 05","Inactive","Terminated","20195036757"
"MCCONNELL, CHARLES","Republican","2012","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20125023187"
"MCCONNELL, CHARLES","Republican","2014","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20125023187"
"MCCORMACK, TIMOTHY","Republican","2020","STATEWIDE","District Attorney","District 17","Inactive","Terminated","20195036330"
"MCCORMICK, KAREN","Democratic","2020","STATEWIDE","Colorado House","House District 11","Inactive","Active","20195036355"
"MCCORMICK, KAREN","Democratic","2022","STATEWIDE","Colorado House","House District 11","Active","Active","20195036355"
"MCCORMICK, MARY","Republican","1994","STATEWIDE","Colorado House","House District 37","Inactive","Terminated","20005000074"
"MCCREARY, BILL","Democratic","2010","STATEWIDE","Colorado House","House District 51","Inactive","Terminated","20105017318"
"MCCRORY, CHARLES","Unaffiliated","2016","STATEWIDE","District Attorney","District 09","Inactive","Terminated","20165030355"
"MCCRORY, CHARLES "CHIP"","Republican","2005","STATEWIDE","District Attorney","RECALL - DISTRICT 9","Inactive","Terminated","20055619145"
"MCCROSKEY, JACK","Unaffiliated","1996","STATEWIDE","RTD DIRECTOR","RTD District A","Inactive","Terminated","20005000592"
"MCCROSKEY, JACK","Unaffiliated","2000","STATEWIDE","RTD DIRECTOR","RTD District A","Inactive","Terminated","20005000811"
"MCCROSKEY, JACK","Unknown","2000","STATEWIDE","RTD DIRECTOR","RTD District A","Inactive","Terminated","20005001302"
"MCDANIEL, GERALD","Republican","2004","STATEWIDE","Colorado House","House District 64","Inactive","Terminated","20045641120"
"MCDERMOTT, PAUL","Republican","1998","STATEWIDE","Colorado House","House District 37","Inactive","Terminated","20005000931"
"MCDONALD, DANIEL","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 08","Active","Active","20225043197"
"MCDOWELL, BRANDON","Libertarian","2022","STATEWIDE","Colorado House","House District 38","Active","Active","20225042209"
"MCDOWELL, THOMAS","Republican","2010","STATEWIDE","Colorado Senate","Senate District 09","Inactive","Terminated","20095605102"
"MCELDERRY, X","Republican","1998","STATEWIDE","Colorado House","House District 28","Inactive","Terminated","20005000707"
"MCELHANY, ANDY","Republican","1994","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20005000218"
"MCELHANY, ANDY","Republican","1996","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20005000450"
"MCELHANY, ANDY","Republican","1998","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20005000693"
"MCELHANY, ANDY","Republican","2000","STATEWIDE","Colorado Senate","Senate District 12","Inactive","Terminated","20045639749"
"MCELHANY, ANDY","Republican","2004","STATEWIDE","Colorado Senate","Senate District 12","Inactive","Terminated","20045639749"
"MCFADDEN, ROBERT","Republican","2004","STATEWIDE","Colorado House","House District 50","Inactive","Terminated","20045636224"
"MCFADYEN, BUFFIE","Democratic","2000","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20005001254"
"MCFADYEN, LIANE "BUFFIE"","Democratic","2004","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20045643923"
"MCFADYEN, LIANE "BUFFIE"","Democratic","2006","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20065621418"
"MCFADYEN, LIANE "BUFFIE"","Democratic","2008","STATEWIDE","Colorado House","House District 47","Inactive","Terminated","20085602665"
"MCGAHEY, KIM","Republican","2014","STATEWIDE","CU Regent","District 02","Inactive","Terminated","20145028088"
"MCGAHEY, KIM","Republican","2020","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20205038148"
"MCGAHEY, ROBERT","Non-Partisan","2014","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 02","Inactive","Terminated","20145028310"
"MCGIHON, ANNE","Democratic","2004","STATEWIDE","Colorado House","House District 03","Inactive","Terminated","20085613047"
"MCGIHON, ANNE","Democratic","2006","STATEWIDE","Colorado House","House District 03","Inactive","Terminated","20085613047"
"MCGIHON, ANNE","Democratic","2008","STATEWIDE","Colorado House","House District 03","Inactive","Terminated","20085613047"
"MCGLASSON, JOHN","Unaffiliated","2002","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20005001555"
"MCGRATH, SEAN","Republican","1994","STATEWIDE","Colorado House","House District 02","Inactive","Terminated","20005000183"
"MCGREGOR, X","Republican","1994","STATEWIDE","Colorado Senate","Senate District 32","Inactive","Terminated","20005000172"
"MCGUIRE, CARL","Non-Partisan","2018","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 13","Active","Terminated","20185035358"
"MCGUIRE, GEROLD","Unknown","2006","STATEWIDE","RTD DIRECTOR","RTD District N","Inactive","Terminated","20065616871"
"MCHENRY, MICHAEL","Non-Partisan","2014","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 04","Inactive","Terminated","20145028383"
"MCHENRY, MICHAEL","Non-Partisan","2020","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 04","Inactive","Terminated","20145028383"
"MCINNIS, SCOTT","Republican","2010","STATEWIDE","Governor","","Inactive","Terminated","20095607821"
"MCINTIRE, PATRICK","Republican","2018","STATEWIDE","Colorado Senate","Senate District 11","Inactive","Terminated","20175033150"
"MCINTOSH, MARK","Democratic","2016","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","20155029909"
"MCKAY, SCOTT","Republican","2000","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20005001098"
"MCKAY, SCOTT","Republican","2002","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20005001517"
"MCKEAN, HUGH","Republican","2016","STATEWIDE","Colorado House","House District 51","Inactive","Active","20155029210"
"MCKEAN, HUGH","Republican","2018","STATEWIDE","Colorado House","House District 51","Inactive","Active","20155029210"
"MCKEAN, HUGH","Republican","2020","STATEWIDE","Colorado House","House District 51","Inactive","Active","20155029210"
"MCKEAN, HUGH","Republican","2022","STATEWIDE","Colorado House","House District 51","Active","Active","20155029210"
"MCKENZIE, SAM","Non-Partisan","2020","STATEWIDE","RTD DIRECTOR","RTD District E","Inactive","Terminated","20205038103"
"MCKIBBIN, HEATHER","Unaffiliated","2006","STATEWIDE","Lt. Governor","","Inactive","Terminated","20065647446"
"MCKIBBIN, HEATHER","Unaffiliated","2010","STATEWIDE","Lt. Governor","","Inactive","Terminated","20065647446"
"MCKINLEY, WESLEY","Democratic","2002","STATEWIDE","Colorado House","House District 64","Inactive","Terminated","20095608551"
"MCKINLEY, WESLEY","Democratic","2004","STATEWIDE","Colorado House","House District 64","Inactive","Terminated","20095608551"
"MCKINLEY, WESLEY","Democratic","2006","STATEWIDE","Colorado House","House District 64","Inactive","Terminated","20095608551"
"MCKINLEY, WESLEY","Democratic","2008","STATEWIDE","Colorado House","House District 64","Inactive","Terminated","20095608551"
"MCKINLEY, WESLEY","Democratic","2010","STATEWIDE","Colorado House","House District 64","Inactive","Terminated","20095608551"
"MCKINZIE, MICHAEL","Libertarian","2004","STATEWIDE","Colorado House","House District 23","Inactive","Terminated","20045637336"
"MCKISSON, JOHN","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 03","Active","Active","20225043227"
"MCLACHLAN, BARBARA","Democratic","2016","STATEWIDE","Colorado House","House District 59","Inactive","Active","20155029757"
"MCLACHLAN, BARBARA","Democratic","2018","STATEWIDE","Colorado House","House District 59","Inactive","Active","20155029757"
"MCLACHLAN, BARBARA","Democratic","2020","STATEWIDE","Colorado House","House District 59","Inactive","Active","20155029757"
"MCLACHLAN, BARBARA","Democratic","2022","STATEWIDE","Colorado House","House District 59","Active","Active","20155029757"
"MCLACHLAN, MICHAEL","Democratic","2012","STATEWIDE","Colorado House","House District 59","Inactive","Terminated","20125023296"
"MCLACHLAN, MICHAEL","Democratic","2014","STATEWIDE","Colorado House","House District 59","Inactive","Terminated","20125023296"
"MCLAUGHLIN, GORDON","Democratic","2020","STATEWIDE","District Attorney","District 08","Inactive","Terminated","20195037798"
"MCLEAN, BONNIE","Non-Partisan","2018","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 18","Inactive","Terminated","20185035488"
"MCLEAN, RICHARD","Non-Partisan","2002","STATEWIDE","RTD DIRECTOR","RTD District O","Inactive","Terminated","20005001554"
"MCLEAN, RICHARD","Unaffiliated","1998","STATEWIDE","RTD DIRECTOR","RTD District O","Inactive","Terminated","20005000982"
"MCLEAN, ROBIN","Republican","2000","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","20005001056"
"MCMILLAN, JAMES","Unaffiliated","2012","STATEWIDE","Colorado House","House District 59","Inactive","Terminated","20115022093"
"MCMULLEN, WILLIAM","Democratic","2008","STATEWIDE","RTD DIRECTOR","RTD District E","Inactive","Terminated","20085613552"
"MCMULLEN, WILLIAM","Non-Partisan","2004","STATEWIDE","RTD DIRECTOR","RTD District E","Inactive","Terminated","20045627171"
"MCMULLEN, WILLIAM (BILL)","Democratic","2012","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20115022920"
"MCNAMARA, JANE","Democratic","1996","STATEWIDE","State Board of Ed.","Bd. Ed. District 02","Inactive","Terminated","20005000110"
"MCNAUGHT, KEVAN","Republican","2006","STATEWIDE","Colorado House","House District 51","Inactive","Terminated","20065625915"
"MCNULTY, FRANK","Republican","2006","STATEWIDE","Colorado House","House District 43","Inactive","Terminated","20095622529"
"MCNULTY, FRANK","Republican","2008","STATEWIDE","Colorado House","House District 43","Inactive","Terminated","20095622529"
"MCNULTY, FRANK","Republican","2010","STATEWIDE","Colorado House","House District 43","Inactive","Terminated","20095622529"
"MCNULTY, FRANK","Republican","2012","STATEWIDE","Colorado House","House District 43","Inactive","Terminated","20095622529"
"MCNULTY, FRANK","Republican","2022","STATEWIDE","CU Regent","District 04","Active","Active","20225042077"
"MCNULTY, PHILIP","Non-Partisan","2016","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 01","Inactive","Active","20165031423"
"MCNULTY, PHILIP","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 01","Active","Active","20165031423"
"MCPHERSON, GARY","Republican","1998","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20005000728"
"MCPHERSON, GARY","Republican","2000","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20005001036"
"MCPHERSON, X","Unaffiliated","1996","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20005000495"
"MCQUEEN, JEFF","Unaffiliated","1998","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20005000894"
"MCQUEEN, JEFFERY","Libertarian","2002","STATEWIDE","Colorado Senate","Senate District 11","Inactive","Terminated","20005001638"
"MCRAE, BOB","Republican","1998","STATEWIDE","Colorado House","House District 08","Inactive","Terminated","20005000885"
"MCRAE, BOB","Republican","2000","STATEWIDE","Colorado House","House District 08","Inactive","Terminated","20005001060"
"MCRAE, ROBERT","Republican","1996","STATEWIDE","Colorado House","House District 08","Inactive","Terminated","20005000430"
"MCREDMOND, MIKE","Libertarian","2020","STATEWIDE","Colorado House","House District 15","Inactive","Terminated","20205038481"
"MEALS, SUE","Republican","2012","STATEWIDE","Colorado House","House District 20","Inactive","Terminated","20125025071"
"MECONI, ROCCO","Democratic","2004","STATEWIDE","District Attorney","District 11","Inactive","Terminated","20045642673"
"MEDALENO, RAY","Democratic","2006","STATEWIDE","Colorado Senate","Senate District 13","Inactive","Terminated","20065612943"
"MEEGAN, BRIAN","Democratic","2000","STATEWIDE","Colorado House","House District 02","Inactive","Terminated","20005001219"
"MEHRINGER, MARK","Democratic","2010","STATEWIDE","Colorado House","House District 07","Inactive","Terminated","20095601409"
"MEHRNIA, SANAM","Unaffiliated","2016","STATEWIDE","District Attorney","District 05","Inactive","Terminated","20165031335"
"MEIKLEJOHN, AL","Republican","1996","STATEWIDE","Colorado Senate","Senate District 19","Inactive","Terminated","20005000154"
"MEINSTER, ANN","Non-Partisan","2014","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 01","Inactive","Terminated","20145028246"
"MEINSTER, ANN","Non-Partisan","2020","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 01","Inactive","Terminated","20145028246"
"MELAMEDE, ROBERT","Libertarian","2012","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20125024118"
"MELLO, JENNIFER","Democratic","2004","STATEWIDE","CU Regent","CU REGENT AT LARGE","Inactive","Terminated","20045651036"
"MELLO, JENNIFER","Democratic","2006","STATEWIDE","Colorado Senate","Senate District 32","Inactive","Terminated","20065610246"
"MELLOTT, MARK","Natural Law Party","2002","STATEWIDE","Colorado House","House District 11","Inactive","Terminated","20005001570"
"MELONAKIS, CHRIS","Non-Partisan","2012","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 17","Inactive","Terminated","20125024832"
"MELTON, JOVAN","Democratic","2012","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20115022707"
"MELTON, JOVAN","Democratic","2014","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20115022707"
"MELTON, JOVAN","Democratic","2016","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20115022707"
"MELTON, JOVAN","Democratic","2018","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20115022707"
"MELVIN, MIKE","Republican","2014","STATEWIDE","Colorado House","House District 35","Inactive","Terminated","20145028109"
"MENCONI, ARN","Democratic","2020","STATEWIDE","Colorado Senate","Senate District 08","Inactive","Terminated","20205038156"
"MENDEZ, JANA","Democratic","1996","STATEWIDE","Colorado Senate","Senate District 18","Inactive","Terminated","20005000153"
"MENDEZ, MARTIN","Republican","2020","STATEWIDE","Colorado Senate","Senate District 21","Inactive","Terminated","20205038951"
"MENGER, TIMOTHY","Libertarian","2012","STATEWIDE","Colorado House","House District 54","Inactive","Terminated","20125024331"
"MENTEN, NATALIE","Non-Partisan","2012","STATEWIDE","RTD DIRECTOR","RTD District M","Inactive","Terminated","20125025087"
"MENTEN, NATALIE","Non-Partisan","2016","STATEWIDE","RTD DIRECTOR","RTD District M","Inactive","Terminated","20125025087"
"MENTEN, NATALIE","Republican","2006","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20065621595"
"MENTEN, NATALIE","Republican","2008","STATEWIDE","Colorado Senate","Senate District 21","Inactive","Terminated","20085622958"
"MENZA, MATTHEW","Republican","2020","STATEWIDE","Colorado Senate","Senate District 17","Inactive","Terminated","20205038988"
"MENZA, TARA","Republican","2022","STATEWIDE","Colorado House","House District 11","Active","Active","20225042431"
"MERCER, ERIC","Republican","2010","STATEWIDE","Colorado House","House District 35","Inactive","Terminated","20095617383"
"MERCER, STEPHANIE","Unaffiliated","2010","STATEWIDE","Lt. Governor","","Inactive","Terminated","20105018519"
"MERCHANT, MONISHA","Democratic","2008","STATEWIDE","CU Regent","District 07","Inactive","Terminated","20085629820"
"MERCURI, RAFFI","Democratic","2016","STATEWIDE","Colorado House","House District 10","Inactive","Terminated","20155029986"
"MERO, SACHA","Libertarian","2014","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20145028094"
"MERO, SACHA","Libertarian","2014","STATEWIDE","State Board of Ed.","Bd. Ed. District 03","Inactive","Terminated","20145027901"
"MERO, TRAVIS","Libertarian","2014","STATEWIDE","Colorado House","House District 57","Inactive","Terminated","20145027902"
"MERRIFIELD, MICHAEL","Democratic","2002","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20085610402"
"MERRIFIELD, MICHAEL","Democratic","2004","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20085610402"
"MERRIFIELD, MICHAEL","Democratic","2006","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20085610402"
"MERRIFIELD, MICHAEL","Democratic","2008","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20085610402"
"MERRIFIELD, MICHAEL","Democratic","2014","STATEWIDE","Colorado Senate","Senate District 11","Inactive","Terminated","20135025283"
"MERRIFIELD, MICHAEL","Democratic","2018","STATEWIDE","Colorado Senate","Senate District 11","Inactive","Terminated","20135025283"
"MERRIFIELD, MICHAEL","Unknown","2000","STATEWIDE","Colorado House","House District 22","Inactive","Terminated","20005001288"
"MERRITS, TORI","Republican","2004","STATEWIDE","Colorado Senate","Senate District 21","Inactive","Terminated","20045636091"
"MERRITTS, TORI","Republican","2000","STATEWIDE","State Board of Ed.","Bd. Ed. District 06","Inactive","Terminated","20005000853"
"MESSICK, CHARLES","Libertarian","2018","STATEWIDE","Colorado Senate","Senate District 20","Inactive","Terminated","20185034094"
"MEWBORN, AL","Republican","2000","STATEWIDE","Colorado Senate","Senate District 31","Inactive","Terminated","20005001214"
"MEYER, BRIAN","Libertarian","2020","STATEWIDE","Colorado House","HOUSE DISTRICT 44","Inactive","Terminated","20205038770"
"MEYER, BRUCE","Green Party","2002","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20005001381"
"MEYER, BRUCE","Green Party","2004","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20045641726"
"MEYER, LES","Republican","2014","STATEWIDE","Colorado House","House District 48","Inactive","Terminated","20135025583"
"MEYERS, VIC","Democratic","1996","STATEWIDE","Colorado House","HOUSE DISTRICT 44","Inactive","Terminated","20005000507"
"MEYERS, VIC","Democratic","1998","STATEWIDE","Colorado House","HOUSE DISTRICT 44","Inactive","Terminated","20005000939"
"MEYRING, NOAH","Republican","2022","STATEWIDE","Colorado Senate","Senate District 03","Inactive","Terminated","20195036593"
"MICHAELS, CHUCK","Democratic","1996","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","20005000423"
"MICHAELS, CHUCK","Democratic","1998","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","20005000679"
"MICHAELSON JENET, DAFNA","Democratic","2016","STATEWIDE","Colorado House","House District 30","Inactive","Terminated","20155029153"
"MICHAELSON JENET, DAFNA","Democratic","2018","STATEWIDE","Colorado House","House District 30","Inactive","Terminated","20155029153"
"MICHAELSON JENET, DAFNA","Democratic","2020","STATEWIDE","Colorado House","House District 30","Inactive","Terminated","20155029153"
"MICHAELSON JENET, DAFNA","Democratic","2022","STATEWIDE","Colorado House","House District 30","Inactive","Terminated","20155029153"
"MICHAELSON JENET, DAFNA","Democratic","2022","STATEWIDE","Colorado House","House District 32","Active","Active","20225042314"
"MICHAELSON, PETER","Non-Partisan","2018","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 18","Inactive","Terminated","20185035461"
"MIDCAP, LINDA","Republican","2012","STATEWIDE","State Board of Ed.","Bd. Ed. District 04","Inactive","Terminated","20125024321"
"MIDDLETON, KAREN","Democratic","2002","STATEWIDE","CU Regent","District 07","Inactive","Terminated","20005001384"
"MIDDLETON, KAREN","Democratic","2004","STATEWIDE","District Attorney","District 07","Inactive","Terminated","20045656899"
"MIDDLETON, KAREN","Democratic","2006","STATEWIDE","State Board of Ed.","Bd. Ed. District 07","Inactive","Terminated","20065612945"
"MIDDLETON, KAREN","Democratic","2008","STATEWIDE","Colorado House","House District 42","Inactive","Terminated","20095605245"
"MIDDLETON, KAREN","Democratic","2010","STATEWIDE","Colorado House","House District 42","Inactive","Terminated","20095605245"
"MIGUEL, BRAEDEN","Democratic","2022","STATEWIDE","Colorado Senate","Senate District 30","Active","Active","20225042813"
"MIHALIK, KEN","Non-Partisan","2020","STATEWIDE","RTD DIRECTOR","RTD District G","Inactive","Terminated","20165031515"
"MIHALIK, KENNETH","Non-Partisan","2012","STATEWIDE","RTD DIRECTOR","RTD District H","Inactive","Terminated","20125025002"
"MIHALIK, KENNETH","Non-Partisan","2016","STATEWIDE","RTD DIRECTOR","RTD District G","Inactive","Terminated","20165031515"
"MIKEAL, MASON","Republican","2022","STATEWIDE","Colorado House","House District 39","Inactive","Terminated","20225041934"
"MIKLOSI, JOE","Democratic","2008","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20095601865"
"MIKLOSI, JOE","Democratic","2010","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20095601865"
"MILANAIK, DAVID","Unaffiliated","2022","STATEWIDE","Lt. Governor","","Inactive","Terminated","20225043116"
"MILES, ROBERT","Republican","2012","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20125024973"
"MILLARD, STEPHEN","Non-Partisan","2002","STATEWIDE","RTD DIRECTOR","RTD District N","Inactive","Terminated","20005001520"
"MILLARD, STEPHEN","Unaffiliated","1998","STATEWIDE","RTD DIRECTOR","RTD District N","Inactive","Terminated","20005000979"
"MILLER, ARTHUR","Non-Partisan","2008","STATEWIDE","RTD DIRECTOR","RTD District H","Inactive","Terminated","20085616176"
"MILLER, BEN","Democratic","1998","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20005000893"
"MILLER, BRIAN","Democratic","1996","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20005000509"
"MILLER, BRIAN","Democratic","1998","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20005000742"
"MILLER, CARL","Democratic","1996","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20005000537"
"MILLER, CARL","Democratic","1998","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20005000774"
"MILLER, CARL","Democratic","2000","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20005001151"
"MILLER, CARL","Democratic","2002","STATEWIDE","Colorado House","House District 56","Inactive","Terminated","20005001401"
"MILLER, CHAD","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 04","Active","Active","20225043214"
"MILLER, G.","Non-Partisan","2016","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 04","Inactive","Terminated","20165031362"
"MILLER, GALE","Non-Partisan","2012","STATEWIDE","COURT OF APPEALS JUDGE","","Inactive","Terminated","20125025017"
"MILLER, GREGG","Libertarian","2002","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20005001631"
"MILLER, GREGG","Libertarian","2014","STATEWIDE","Colorado Senate","Senate District 19","Inactive","Terminated","20145028108"
"MILLER, HEATHER","Republican","2008","STATEWIDE","Colorado Senate","Senate District 25","Inactive","Terminated","20085607661"
"MILLER, JAMES","Democratic","2004","STATEWIDE","Colorado Senate","Senate District 04","Inactive","Terminated","20045640735"
"MILLER, JENNIFER","Democratic","2006","STATEWIDE","Colorado Senate","Senate District 15","Inactive","Terminated","20065623728"
"MILLER, PATRICIA","American Constitution","2010","STATEWIDE","Lt. Governor","","Inactive","Terminated","20105018527"
"MILLER, PATRICIA","Republican","2020","STATEWIDE","Colorado House","House District 63","Inactive","Terminated","20195037254"
"MILLER, PAUL","Unaffiliated","2018","STATEWIDE","Colorado House","House District 28","Inactive","Terminated","20175033404"
"MILLER, RYAN","Libertarian","2022","STATEWIDE","Colorado House","House District 36","Inactive","Terminated","20225042456"
"MILLER, SUE","Republican","1994","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20005000198"
"MILLER, THOMAS","Republican","2008","STATEWIDE","Colorado House","House District 02","Inactive","Terminated","20085621764"
"MILLER, THOMAS","Republican","2010","STATEWIDE","Colorado House","House District 02","Inactive","Terminated","20085621764"
"MILLER, WENDY","Republican","2020","STATEWIDE","Colorado House","House District 16","Inactive","Terminated","20195037023"
"MILLIMAN, MARK","Republican","2020","STATEWIDE","Colorado House","House District 11","Inactive","Terminated","20205038338"
"MILLS, NICKI","Republican","2018","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20185035399"
"MINER, MARK","Republican","2008","STATEWIDE","District Attorney","District 13","Inactive","Terminated","20085619891"
"MINGLE, MAURY","Libertarian","2012","STATEWIDE","Colorado House","House District 08","Inactive","Terminated","20125024346"
"MIRACLE, DOUGLAS","Unaffiliated","2016","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20165031497"
"MIRZAYI, BETTY","Democratic","1994","STATEWIDE","Colorado House","House District 39","Inactive","Terminated","20005000276"
"MITCHELL HELTON, CATHERINE","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 04","Active","Active","20225043330"
"MITCHELL, SHAWN","Republican","2000","STATEWIDE","Colorado House","House District 33","Inactive","Terminated","20005001110"
"MITCHELL, SHAWN","Republican","2002","STATEWIDE","Colorado Senate","Senate District 23","Inactive","Terminated","20005001380"
"MITCHELL, SHAWN","Republican","2004","STATEWIDE","Colorado Senate","Senate District 23","Inactive","Terminated","20085605402"
"MITCHELL, SHAWN","Republican","2008","STATEWIDE","Colorado Senate","Senate District 23","Inactive","Terminated","20085605402"
"MITCHELL, VICTOR","Republican","2006","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20055617145"
"MITCHELL, VICTOR","Republican","2018","STATEWIDE","Governor","","Inactive","Terminated","20175031915"
"MITKOWSKI, JENNIFER","Democratic","2020","STATEWIDE","Colorado House","House District 43","Inactive","Terminated","20195036508"
"MITSCH BUSH, DIANE","Democratic","2012","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20125023202"
"MITSCH BUSH, DIANE","Democratic","2014","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20125023202"
"MITSCH BUSH, DIANE","Democratic","2016","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20125023202"
"MITSCH BUSH, DIANE","Democratic","2018","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20125023202"
"MOECK, DEBORAH","Republican","2009","STATEWIDE","Colorado Senate","SENATE DISTRICT 15 POSSIBLE VACANCY","Inactive","Terminated","20085645347"
"MOELLENBERG, BUD","Republican","1994","STATEWIDE","Colorado House","House District 63","Inactive","Terminated","20005000324"
"MOLDE, JENNIFER","Democratic","2020","STATEWIDE","Colorado Senate","Senate District 17","Inactive","Terminated","20195036214"
